type,id,locator,portuguese_source,english_applied,reviewed_english,brand,keywords,search_text,notes
food,426a7f9c-e6bb-5c24-914a-50ada45766c1,,Lombo de vitela grelhado,Grilled Veal Loin,,,"[""lombo"",""loin"",""vitela"",""veal"",""grelhado"",""grilled""]",grilled veal loin grilled veal loin lombo vitela,
food,54891f76-b677-5385-8aae-c18641834e9d,,Lombo ou pá de cavalo assado com azeite e manteiga,Roasted Horse Loin or Shoulder with Olive Oil and Butter,,,"[""lombo"",""loin"",""cavalo"",""assado"",""roasted"",""azeite"",""olive"",""oil"",""manteiga"",""butter"",""horse"",""or"",""shoulder"",""with"",""and""]",roasted horse loin or shoulder with olive oil and butter roasted horse loin or shoulder with olive oil and butter lombo cavalo,
food,fa90f14e-8c2b-52ec-966f-1e286776d648,,Lombo ou pá de cavalo assado com margarina,Roasted Horse Loin or Shoulder with Margarine,,,"[""lombo"",""loin"",""cavalo"",""assado"",""roasted"",""margarina"",""margarine"",""horse"",""or"",""shoulder"",""with""]",roasted horse loin or shoulder with margarine roasted horse loin or shoulder with margarine lombo cavalo margarina,
food,198b3a61-fa43-5703-8494-8754753a9bf3,,"Lombo ou pá de cavalo assado, sem molho",Roasted Horse Loin or Shoulder without Sauce,,,"[""lombo"",""loin"",""cavalo"",""assado"",""roasted"",""molho"",""sauce"",""horse"",""or"",""shoulder"",""without""]",roasted horse loin or shoulder without sauce roasted horse loin or shoulder without sauce lombo cavalo,
food,4d18bdfd-e237-528f-8f5c-74eddeb0fa20,,Lombo ou pá de cavalo cru,Raw Horse Loin or Shoulder,,,"[""lombo"",""loin"",""cavalo"",""cru"",""raw"",""horse"",""or"",""shoulder""]",raw horse loin or shoulder raw horse loin or shoulder lombo cavalo,
food,140e0097-97d4-5fef-967b-e4d9946788c8,,Lombo ou pá de cavalo frito com manteiga,Fried Horse Loin or Shoulder with Butter,,,"[""lombo"",""loin"",""cavalo"",""frito"",""fried"",""manteiga"",""butter"",""horse"",""or"",""shoulder"",""with""]",fried horse loin or shoulder with butter fried horse loin or shoulder with butter lombo cavalo,
food,8c4fe5a3-74d2-5a67-8880-eb8eff04074f,,Lombo ou pá de cavalo frito com margarina,Fried Horse Loin or Shoulder with Margarine,,,"[""lombo"",""loin"",""cavalo"",""frito"",""fried"",""margarina"",""margarine"",""horse"",""or"",""shoulder"",""with""]",fried horse loin or shoulder with margarine fried horse loin or shoulder with margarine lombo cavalo margarina,
food,098c1636-7de1-5d78-bd4d-dcb9df8d91e8,,Lula crua,Squid Raw,"Squid, Raw",,"[""lula"",""squid"",""crua"",""raw""]",squid raw squid raw lula,
food,5f927c62-3934-58a0-834e-9cb0fe8d0a3f,,"Lula estufada com cebola, tomate e azeite",Squid Stewed Onion Tomato Olive Oil,,,"[""lula"",""squid"",""estufada"",""stewed"",""cebola"",""onion"",""tomate"",""tomato"",""azeite"",""olive"",""oil""]",squid stewed onion tomato olive oil squid stewed onion tomato olive oil lula estufada,
food,43f6eb98-fc44-5e3f-99ac-9721728809f2,,Lula grelhada,Squid Grilled,"Squid, Grilled",,"[""lula"",""squid"",""grelhada"",""grilled""]",squid grilled squid grilled lula,
food,62da94fd-04c9-5269-805e-ee193254716a,,Língua de porco crua,Lingua Pork Raw,"Tongue Pork, Raw",,"[""língua"",""lingua"",""porco"",""pork"",""crua"",""raw""]",lingua pork raw lingua pork raw,
food,99af3653-acd3-5e82-851b-ed0ae205cd21,,"Língua de vaca, crua",Lingua Beef Raw,"Tongue Beef, Raw",,"[""língua"",""lingua"",""vaca"",""beef"",""crua"",""raw""]",lingua beef raw lingua beef raw vaca,
food,3db2066b-9735-5c50-9e79-39325ec96ad1,,"Língua de vaca, estufada, sem molho",Lingua Beef Stewed Sauce,"Tongue Beef, Stewed without Sauce",,"[""língua"",""lingua"",""vaca"",""beef"",""estufada"",""stewed"",""molho"",""sauce""]",lingua beef stewed sauce lingua beef stewed sauce vaca estufada,
food,2d247762-ab6b-576c-87df-aa7f71337875,,Lúcio (crú),Lucio (raw),Pike (raw),,"[""peixe"",""fish"",""lúcio"",""lucio"",""pikes"",""crú"",""cru"",""raw""]",lucio raw lucio raw pikes,
food,c90d8aa5-0f14-5132-8c13-ac7c86dc2156,,Lúcio frito,Lucio Fried,"Pike, Fried",,"[""peixes"",""fritos"",""fried"",""fishes"",""lúcio"",""pikes"",""pan"",""lucio"",""frito""]",lucio fried lucio fried peixes fritos fishes pikes pan,
food,04018535-5a5f-5f03-862f-6d7737cd8117,,Macarrão,Macarrao,Macaroni,,"[""pastas"",""massas"",""macarrão"",""macarron"",""seca"",""dry"",""macarrao""]",macarrao macarrao pastas massas macarron,
food,682a4d33-63aa-5ad1-b6e5-63baa20d8ab1,,Madalena,Madalena,,,"[""madalena""]",madalena madalena,
food,0e2c8b02-5add-5ea9-bfe9-19772b108e3f,,"Maionese caseira, com ovo e azeite",Maionese Caseira Egg Olive Oil,Mayonnaise Homemade Egg Olive Oil,,"[""maionese"",""caseira"",""ovo"",""egg"",""azeite"",""olive"",""oil""]",maionese caseira egg olive oil maionese caseira egg olive oil,
food,6c14baf8-f7f9-5a0d-a943-3c5e028e39e4,,"Maionese caseira, com ovo e óleo de soja",Maionese Caseira Egg Oleo Soy,Mayonnaise Homemade Egg Soy Oil,,"[""maionese"",""caseira"",""ovo"",""egg"",""óleo"",""oleo"",""oil"",""soja"",""soy""]",maionese caseira egg oleo soy maionese caseira egg oleo soy oil,
food,a2455bc2-6774-5ed3-af42-2f3a3663ca9c,,Malagueta vermelha fresca,Malagueta Red Fresh,"Malagueta Red, Fresh",,"[""malagueta"",""vermelha"",""fresca"",""red"",""fresh""]",malagueta red fresh malagueta red fresh,
food,a6f1f8dc-ca1d-5cca-867e-0194f5d2d125,,Mandioca crua,Mandioca Raw,"Mandioca, Raw",,"[""mandioca"",""crua"",""raw""]",mandioca raw mandioca raw,
food,97ffb627-951a-5c86-838c-36e40963a5b7,,Manga,Manga,Mango,,"[""fruta"",""fruit"",""mangas"",""mangos"",""manga"",""mango""]",manga manga mangas mangos mango,
food,86f354c6-7362-57b5-8343-eb85f4530a0e,,Manga desidratada,Dehydrated Manga,Dehydrated Mango,,"[""manga"",""mango"",""desidratada"",""dehydrated"",""dried""]",dehydrated manga dehydrated manga mango,
food,cd1dfbc5-c69f-5091-81c0-bf7a98921c28,,Manjericão fresco,Manjericao Fresh,"Basil, Fresh",,"[""manjericão"",""manjericao"",""fresco"",""fresh"",""basil""]",manjericao fresh manjericao fresh basil,
food,388e93e1-d6b1-529a-8063-0b413963e768,,Manjericão seco,Manjericao Dried,"Basil, Dried",,"[""manjericão"",""manjericao"",""seco"",""dried""]",manjericao dried manjericao dried,
food,a9248748-c882-5c53-b769-5f7d5f58b0f4,,Manjerona seca,Manjerona Dried,"Marjoram, Dried",,"[""manjerona"",""seca"",""dried""]",manjerona dried manjerona dried,
food,443a455a-d16f-520f-aa9e-39bb48315c1e,,Manteiga com sal,Butter Salt,"Butter, Salted",,"[""manteiga"",""butter"",""sal"",""salt""]",butter salt butter salt,
food,0a6ef092-e25f-5816-8e7f-9109479dcf31,,Manteiga sem sal,No Added Salt Butter,No Added Unsalted Butter,,"[""manteiga"",""butter"",""sal"",""salt"",""no"",""added""]",no added salt butter no added salt butter,
food,6f394c08-e9b5-5067-82d7-8a4bb4b25064,,Maracujá,Maracuja,Passion Fruit,,"[""maracujá"",""maracuja""]",maracuja maracuja,
food,621413d8-e437-5971-9ae2-8e97e9dfb8e0,,Margarina,Margarine (Planta),,Planta,"[""manteigas"",""butters"",""margarinas"",""margarines"",""spreads"",""margarina"",""margarine"",""planta""]",margarine planta planta margarine planta manteigas butters margarinas margarines margarina,
food,71337d6b-6439-5202-a606-6e11d426eefb,,Margarina,Margarine (Margarina),Margarine (Margarine),,"[""margarina"",""margarine""]",margarine margarina margarine margarina,
food,ed2aeacd-ea0b-559a-8c7c-5970dfb07f7e,,"Margarina 3/4, de girassol",Margarine Girassol,,,"[""margarina"",""margarine"",""girassol""]",margarine girassol margarine girassol margarina,
food,a059a6f4-5f2d-5a55-b865-0b55155aef22,,"Margarina culinária para folhados, com sal",Margarine Culinaria Folhados Salt,"Margarine Culinary Puff Pastry, Salted",,"[""margarina"",""margarine"",""culinária"",""culinaria"",""folhados"",""folhado"",""sal"",""salt""]",margarine culinaria folhados salt margarine culinaria folhados salt margarina folhado,
food,64b9c13c-a2e8-57b4-8755-050447063689,,"Margarina industrial para pastelaria, com sal",Margarina,Margarine,,"[""margarina"",""margarine"",""industrial"",""pastelaria"",""sal"",""salt""]",margarina margarina margarine industrial,
food,ab2869c8-cdaa-566e-8095-7ddc646e1471,,"Margarina vegetal culinária, 80% gordura, com sal",Margarine Vegetable Culinaria Gordura Salt,"Margarine Vegetable Culinary Gordura, Salted",,"[""margarina"",""margarine"",""vegetal"",""culinária"",""culinaria"",""80%"",""gordura"",""sal"",""salt"",""vegetable"",""80""]",margarine vegetable culinaria gordura salt margarine vegetable culinaria gordura salt margarina 80,
food,8150fd67-4b5f-53a8-87ac-5e033e1e9394,,"Margarina vegetal culinária, com alho e sal",Margarine Vegetable Culinaria Garlic Salt,Margarine Vegetable Culinary Garlic Salt,,"[""margarina"",""margarine"",""vegetal"",""culinária"",""culinaria"",""alho"",""garlic"",""sal"",""salt"",""vegetable""]",margarine vegetable culinaria garlic salt margarine vegetable culinaria garlic salt margarina,
food,741116bf-0156-5255-9234-ead446e64c26,,Marmelada,Marmelada,,,"[""marmelada""]",marmelada marmelada,
food,2f48a1df-15c8-54b8-b911-402649e69b7f,,Marmelo,Marmelo,,,"[""marmelo""]",marmelo marmelo,
food,492deda2-e639-543b-af60-8c502a39c999,,Maruca cozida,Maruca Cooked,"Ling, Cooked",,"[""maruca"",""cozida"",""cooked"",""boiled""]",maruca cooked maruca cooked,
food,58161d52-d710-5d47-8af8-d0036777b9f0,,Maruca crua,Maruca Raw,"Ling, Raw",,"[""maruca"",""crua"",""raw""]",maruca raw maruca raw,
food,772ef72c-26e0-5d3b-97ca-7a76e3aec5bf,,Mascarpone,Mascarpone,,,"[""mascarpone"",""queijo"",""cheese""]",mascarpone mascarpone cheese,
food,853d6b56-8934-5aca-ab55-c4844ef35c02,,Massa com ovo cozida,Pasta Egg Cooked,"Pasta Egg, Cooked",,"[""massa"",""pasta"",""dough"",""ovo"",""egg"",""cozida"",""cooked"",""boiled""]",pasta egg cooked pasta egg cooked dough,
food,3a6b45eb-292f-5c8d-a9e9-4bdad0cdae91,,Massa com ovo crua,Pasta Egg Raw,"Pasta Egg, Raw",,"[""massa"",""pasta"",""dough"",""ovo"",""egg"",""crua"",""raw""]",pasta egg raw pasta egg raw dough,
food,f02b00ca-b38d-5443-8acd-d512ef290af7,,Massa de pimentão,Red Pepper Paste,,,"[""massa"",""pasta"",""dough"",""pimentão"",""pimentao"",""red"",""pepper"",""paste""]",red pepper paste red pepper paste pasta dough,
food,d57704ec-e1a7-5540-8af5-e1c683052b43,,Massa de Rissóis,Pasta Rissois,,,"[""massa"",""rissóis"",""rissol"",""dough"",""pasta"",""rissois"",""rissói"",""rissoi""]",pasta rissois pasta rissois rissol dough rissoi,
food,602853d0-e05c-5002-99b3-cf0cc53a6406,,"Massa folhada, congelada",Pasta Folhada,,,"[""massa"",""pasta"",""dough"",""folhada"",""congelada"",""frozen""]",pasta folhada pasta folhada dough frozen,
food,2604c64d-6716-5518-8851-dfd0daaeeca9,,Massa miúda crua,Pasta Miuda Raw,"Pasta Miuda, Raw",,"[""massa"",""pasta"",""dough"",""miúda"",""miuda"",""crua"",""raw""]",pasta miuda raw pasta miuda raw dough,
food,0feba8a2-c032-56f5-9cc6-d50c10860993,,Massa para lasanha cozida,Pasta Lasanha Cooked,"Pasta Lasagna, Cooked",,"[""massa"",""pasta"",""dough"",""lasanha"",""cozida"",""cooked"",""boiled""]",pasta lasanha cooked pasta lasanha cooked dough,
food,a6eadad4-20c6-5149-9a1f-08b9c8448809,,Massa para lasanha crua,Pasta Lasanha Raw,"Pasta Lasagna, Raw",,"[""massa"",""pasta"",""dough"",""lasanha"",""crua"",""raw""]",pasta lasanha raw pasta lasanha raw dough,
food,ebed2437-ceb8-56b6-a734-01180527f818,,Massa para pizza,Pizza Dough,,,"[""massa"",""pasta"",""dough"",""pizza""]",pizza dough pizza dough pasta,
food,d1c3bf89-4102-5e46-b07d-1007a6b62493,,Massa quebrada para quiche,Pasta Quebrada Quiche,,,"[""massa"",""pasta"",""dough"",""quebrada"",""quiche""]",pasta quebrada quiche pasta quebrada quiche dough,
food,b55c1009-e7fe-5776-b57e-5976d9e1e72a,,Maçã,Apple,,,"[""fruta"",""fruit"",""maçãs"",""apples"",""maçã"",""maca"",""apple""]",apple apple apples,
food,3c47f565-a27d-55d6-89e1-0610cc021c3c,,Maçã (média com e sem casca),Medium Apple with or without Peel,,,"[""maçã"",""maçãs"",""maca"",""macas"",""apple"",""apples"",""fruta"",""fruit"",""casca"",""medium"",""with"",""or"",""without"",""peel""]",medium apple with or without peel medium apple with or without peel apples,
food,20648114-5cb1-505d-9427-92b21e538d2c,,Maçã assada com açúcar,Roasted Apple with Sugar,,,"[""maçã"",""maca"",""apple"",""assada"",""roasted"",""açúcar"",""acucar"",""sugar"",""with""]",roasted apple with sugar roasted apple with sugar,
food,1a9daa1d-86c3-5df6-a9ae-e53c667782f7,,Maçã assada sem açúcar,Roasted Apple without Sugar,,,"[""maçã"",""maca"",""apple"",""assada"",""roasted"",""açúcar"",""acucar"",""sugar"",""without""]",roasted apple without sugar roasted apple without sugar,
food,4d25cab1-4e3d-526d-9842-191250252357,,Maçã com casca,Apple with Peel,,,"[""maçã"",""maçãs"",""maca"",""macas"",""casca"",""apple"",""apples"",""fruta"",""fruit"",""with"",""peel""]",apple with peel apple with peel apples,
food,3921ec69-507a-5643-9a61-1cd048a9d82d,,Maçã cozida com açúcar,Cooked Apple with Sugar,,,"[""maçã"",""maca"",""apple"",""cozida"",""cooked"",""boiled"",""açúcar"",""acucar"",""sugar"",""with""]",cooked apple with sugar cooked apple with sugar,
food,7884c52f-06dc-56db-afde-fcef15f3d689,,Maçã cozida sem açúcar,Cooked Apple without Sugar,,,"[""maçã"",""maca"",""apple"",""cozida"",""cooked"",""boiled"",""açúcar"",""acucar"",""sugar"",""without""]",cooked apple without sugar cooked apple without sugar,
food,10daeadd-246e-5879-829d-3d2ec659125a,,Maçã desidratada,Dehydrated Apple,,,"[""maçã"",""maca"",""apple"",""desidratada"",""dehydrated"",""dried""]",dehydrated apple dehydrated apple,
food,aab7914d-4b77-5699-8e0d-1d4d1fced852,,Maçã seca,Dried Apple,,,"[""maçã"",""maca"",""apple"",""seca"",""dried""]",dried apple dried apple,
food,8ed980a2-b68e-5240-826b-0835c8035869,,Maçã sem casca,Peeled Apple,,,"[""maçã"",""maçãs"",""maca"",""macas"",""sem"",""casca"",""descascada"",""apple"",""apples"",""peeled"",""fruta"",""fruit""]",peeled apple peeled apple descascada apples,
food,c7b5fae2-7a2c-5c81-9cae-1fddacfc9f14,,Meia-desfeita de bacalhau,Meia-desfeita Cod,,,"[""meia"",""desfeita"",""bacalhau"",""cod""]",meia desfeita cod meia desfeita cod,
food,170e9272-0fd1-51c6-99ba-fffa22ca1638,,Mel,Honey,,,"[""mel"",""honey""]",honey honey,
food,77a12f84-e276-566b-b438-39f3f97e1b4e,,Mel de cana,Honey Cana,,,"[""mel"",""honey"",""cana""]",honey cana honey cana,
food,bb3764e6-9e77-57c9-9a0c-d3348dffeea2,,Melancia,Watermelon,,,"[""fruta"",""fruit"",""melancias"",""watermelons"",""melancia"",""watermelon""]",watermelon watermelon melancias watermelons melancia,
food,a8ff450c-88ed-5e0d-840b-41fd611a93eb,,Melaço,Melaco,,,"[""melaço"",""melaco""]",melaco melaco,
food,304a77b3-f9f2-5070-8d11-2f8bf9c86043,,Meloa,Meloa,,,"[""meloa""]",meloa meloa,
food,4572e656-e8d0-5da2-b215-2d1516b48e56,,Melão,Melon,,,"[""fruta"",""fruit"",""melão"",""melões"",""melons"",""melao"",""melon""]",melon melon melons,
food,df36a8fb-c372-54ed-9bb8-92c7dd5ceb2d,,Melão (3 variedades),Melon (3 Varieties),,,"[""melão"",""melao"",""melon"",""varieties""]",melon 3 varieties melon varieties,
food,9b3baf76-4ced-592b-b3f5-e4ca93707adb,,Merengue,Merengue,,,"[""merengue""]",merengue merengue,
food,d62ed062-4178-50e7-9ca7-65fded878a2d,,Mexilhão cozido sem sal,Mexilhao Cooked Salt,"Mussel Cooked, Unsalted",,"[""mexilhão"",""mexilhao"",""mussel"",""cozido"",""cooked"",""boiled"",""sal"",""salt""]",mexilhao cooked salt mexilhao cooked salt mussel,
food,6bfe10b9-294d-5fe9-a3e8-e0dc84e0b296,,Mexilhão cru,Mexilhao Raw,"Mussel, Raw",,"[""mexilhão"",""mexilhao"",""mussel"",""cru"",""raw""]",mexilhao raw mexilhao raw mussel,
food,2c7d2831-85ce-5379-afa6-e34e2a2ba73c,,Milho doce em conserva,Canned Corn,,,"[""milho"",""corn"",""maize"",""doce"",""sweet"",""conserva"",""canned""]",canned corn canned corn maize sweet,
food,943b2dc3-6ad3-5487-90e4-611acf0d6efb,,"Milho, amido (pó)",Amido (po),Starch (Powder),,"[""milho"",""corn"",""maize"",""amido"",""po""]",amido po amido po corn maize,
food,5a3acd97-f0ec-5939-82d4-026d83c3337c,,"Milho, grão seco cru",Raw Dried Corn Kernels,,,"[""milho"",""corn"",""maize"",""grão"",""grao"",""chickpea"",""seco"",""dried"",""cru"",""raw"",""kernels""]",raw dried corn kernels raw dried corn kernels maize grao chickpea,
food,b2bb8cbe-71de-595f-ac9b-65fb66181056,,"Millet, cru, seco",Millet Raw Dried,"Millet Raw, Dried",,"[""millet"",""cru"",""raw"",""seco"",""dried""]",millet raw dried millet raw dried,
food,51814f37-d6d8-5da1-84c5-fee652d266a9,,Minarina (meia margarina),Minarina (meia Margarine),,,"[""minarina"",""meia"",""margarina"",""margarine""]",minarina meia margarine minarina meia margarine margarina,
food,f5ed4c8c-8e57-5999-a8f6-2497420fe91c,,Mirtilo,Mirtilo,Blueberry,,"[""mirtilo""]",mirtilo mirtilo,
food,a8a776ad-a188-5515-b837-0cdceccb9d7a,,Mirtilo desidratado,Dehydrated Mirtilo,Dehydrated Blueberry,,"[""mirtilo"",""desidratado"",""dehydrated"",""dried""]",dehydrated mirtilo dehydrated mirtilo,
food,4156a02a-037a-5ba2-906f-7fd7386d4ad1,,Mirtilos,Mirtilos,Blueberries,,"[""mirtilos"",""fruta"",""fruit"",""blueberry"",""blueberries"",""mirtilo""]",mirtilos mirtilos blueberry blueberries mirtilo,
food,91b55ff9-bd23-593a-ab4b-0019cee53bce,,"Miso, pasta de soja fermentada com arroz integral e cevada",Miso Pasta Soy Fermentada Brown Rice,Miso Pasta Soy Fermented Brown Rice,,"[""miso"",""pasta"",""soja"",""soy"",""fermentada"",""arroz"",""rice"",""integral"",""wholegrain"",""wholemeal"",""cevada"",""brown""]",miso pasta soy fermentada brown rice miso pasta soy fermentada brown rice wholegrain wholemeal,
food,0809cb68-c746-5281-9219-21f9d873911a,,Molho Bechamel,Sauce Bechamel,,,"[""molho"",""bechamel"",""sauce""]",sauce bechamel sauce bechamel,
food,c1769c28-412d-5b5b-9e27-c40fea27ce49,,Molho branco com caldo de carne de vaca,Sauce White Broth Beef,,,"[""molho"",""sauce"",""branco"",""white"",""caldo"",""carne"",""meat"",""vaca"",""beef"",""broth""]",sauce white broth beef sauce white broth beef vaca,
food,cc17762e-b29d-57e6-9639-bf3cf16f1c43,,Molho branco com margarina,Sauce White Margarine,,,"[""molho"",""sauce"",""branco"",""white"",""margarina"",""margarine""]",sauce white margarine sauce white margarine margarina,
food,59e437cd-91dd-5285-8b35-78b97bcfe491,,Molho Béchamel com manteiga,Sauce Bechamel Butter,,,"[""molho"",""sauce"",""béchamel"",""bechamel"",""manteiga"",""butter""]",sauce bechamel butter sauce bechamel butter,
food,311b43c5-bcfb-5d5f-912e-df62590cf8db,,Molho Béchamel com margarina,Sauce Bechamel Margarine,,,"[""molho"",""sauce"",""béchamel"",""bechamel"",""margarina"",""margarine""]",sauce bechamel margarine sauce bechamel margarine margarina,
food,cd7874a7-9446-5c60-be5f-22201acda5a3,,Molho de bife frito com manteiga,Sauce Steak Fried Butter,,,"[""molho"",""sauce"",""bife"",""steak"",""frito"",""fried"",""manteiga"",""butter""]",sauce steak fried butter sauce steak fried butter bife,
food,02425719-34d9-53bf-82fc-2d3e1455b25a,,Molho de carne de vaca assada com azeite e margarina,Sauce Beef Roasted Olive Oil Margarine,,,"[""molho"",""sauce"",""carne"",""meat"",""vaca"",""beef"",""assada"",""roasted"",""azeite"",""olive"",""oil"",""margarina"",""margarine""]",sauce beef roasted olive oil margarine sauce beef roasted olive oil margarine vaca margarina,
food,03a066a9-ed0e-5569-998e-bed4db3777c0,,Molho de carne de vaca assada com margarina,Sauce Beef Roasted Margarine,,,"[""molho"",""sauce"",""carne"",""meat"",""vaca"",""beef"",""assada"",""roasted"",""margarina"",""margarine""]",sauce beef roasted margarine sauce beef roasted margarine vaca margarina,
food,a930db37-01e1-51c0-857b-ed92b72248ed,,Molho de carne de vaca estufada com azeite e margarina,Sauce Beef Stewed Olive Oil Margarine,,,"[""molho"",""sauce"",""carne"",""meat"",""vaca"",""beef"",""estufada"",""stewed"",""azeite"",""olive"",""oil"",""margarina"",""margarine""]",sauce beef stewed olive oil margarine sauce beef stewed olive oil margarine vaca estufada margarina,
food,387e8023-356d-5b7e-8a56-98ae186e1d5d,,"Molho de carne de vaca estufada com vegetais, azeite e margarina",Sauce Beef Stewed Vegetables Olive Oil Margarine,,,"[""molho"",""sauce"",""carne"",""meat"",""vaca"",""beef"",""estufada"",""stewed"",""vegetais"",""vegetai"",""azeite"",""olive"",""oil"",""margarina"",""margarine"",""vegetables""]",sauce beef stewed vegetables olive oil margarine sauce beef stewed vegetables olive oil margarine vaca estufada vegetai margarina,
food,63fd170a-acd1-590f-abed-4b42a7fe1bb3,,Molho de Francesinha,Sauce Francesinha,Francesinha Sauce,Dom Duarte,"[""molho"",""sauce"",""francesinha"",""dom"",""duarte""]",sauce francesinha dom duarte sauce francesinha dom duarte,
food,fd0bcc4c-a3ff-5239-94cc-1712559a7601,,Molho de Francesinha (light),Sauce Francesinha (light),Francesinha Sauce (light),Dom Duarte,"[""molho"",""light"",""magro"",""sauce"",""francesinha"",""dom"",""duarte""]",sauce francesinha light dom duarte sauce francesinha light dom duarte,
food,fa41b91c-0759-578d-99bc-a783ab7036a9,,Molho de lombo de porco frito com banha,Fried Pork Loin Sauce with Lard,,,"[""molho"",""sauce"",""lombo"",""loin"",""porco"",""pork"",""frito"",""fried"",""banha"",""with"",""lard""]",fried pork loin sauce with lard fried pork loin sauce with lard lombo banha,
food,e34e0b6e-760c-561d-aae1-a67b3d15369c,,Molho de lombo de porco frito com banha e margarina,Fried Pork Loin Sauce with Lard and Margarine,,,"[""molho"",""sauce"",""lombo"",""loin"",""porco"",""pork"",""frito"",""fried"",""banha"",""margarina"",""margarine"",""with"",""lard"",""and""]",fried pork loin sauce with lard and margarine fried pork loin sauce with lard and margarine lombo banha margarina,
food,f8d74fa1-758e-5d7c-a590-4c1fae4da9f8,,Molho de lombo de porco frito com margarina,Fried Pork Loin Sauce with Margarine,,,"[""molho"",""sauce"",""lombo"",""loin"",""porco"",""pork"",""frito"",""fried"",""margarina"",""margarine"",""with""]",fried pork loin sauce with margarine fried pork loin sauce with margarine lombo margarina,
food,70875f94-82eb-5fb9-b078-98a967a8a8b2,,Molho de lombo de vaca frito com creme vegetal sem sal,Fried Beef Loin Sauce with Unsalted Vegetable Cream,,,"[""molho"",""sauce"",""lombo"",""loin"",""vaca"",""beef"",""frito"",""fried"",""creme"",""cream"",""vegetal"",""sal"",""salt"",""with"",""unsalted"",""vegetable""]",fried beef loin sauce with unsalted vegetable cream fried beef loin sauce with unsalted vegetable cream lombo vaca creme,
food,c825d318-bab3-5ddc-a7a3-490e87129852,,Molho de lombo de vaca frito com margarina,Fried Beef Loin Sauce with Margarine,,,"[""molho"",""sauce"",""lombo"",""loin"",""vaca"",""beef"",""frito"",""fried"",""margarina"",""margarine"",""with""]",fried beef loin sauce with margarine fried beef loin sauce with margarine lombo vaca margarina,
food,a2a760f5-ef0a-5255-b2f0-bd2e91c12a9a,,Molho de mostarda ,Sauce Mostarda,Sauce Mustard,,"[""molho"",""sauce"",""mostarda"",""mustard""]",sauce mostarda sauce mostarda mustard,
food,0dbeb228-7bd4-511f-aa6e-448e5ba8eb4d,,Molho de Soja,Sauce Soy,,,"[""molho"",""soja"",""soy"",""sauce""]",sauce soy sauce soy,
food,1c3c377c-58e4-5e4b-afed-cebbd89fb591,,Molho de tomate,Sauce Tomato,,,"[""molho"",""sauce"",""tomate"",""tomato""]",sauce tomato sauce tomato,
food,38e722d6-0b6f-5728-b271-5dcdf66281df,,"Molho de tomate, ketchup",Sauce Tomato Ketchup,,,"[""molho"",""sauce"",""tomate"",""tomato"",""ketchup""]",sauce tomato ketchup sauce tomato ketchup,
food,1e8a27b4-d70c-539c-a114-7355e6e3b2a2,,Molho de vinagrete,Sauce Vinagrete,,,"[""molho"",""sauce"",""vinagrete""]",sauce vinagrete sauce vinagrete,
food,e88e3aa9-6077-534d-968a-37470976cb29,,Molho para francesinha,Sauce,,,"[""molho"",""sauce"",""francesinha""]",sauce sauce francesinha,
food,22d41696-bd99-5d69-95c7-f9124e0a4ebb,,Molho Tzatziki,Sauce Tzatziki,,,"[""molho"",""tzatziki"",""sauce""]",sauce tzatziki sauce tzatziki,
food,3c6cd8b4-4d29-5be9-86ff-ff5cbf73ce85,,Molho verde,Sauce Verde,Sauce Green,,"[""molho"",""sauce"",""verde""]",sauce verde sauce verde,
food,eec01af2-6485-5487-92f0-6c38869fe96b,,Morango,Strawberry,,,"[""morango"",""morangos"",""strawberry"",""strawberries"",""fruta"",""fruit""]",strawberry strawberry strawberries,
food,eceef2c2-1f3e-58ee-801a-71ea43364520,,Morango desidratado ,Dehydrated Strawberry,,,"[""morango"",""strawberry"",""desidratado"",""dehydrated"",""dried""]",dehydrated strawberry dehydrated strawberry,
food,6f4acb2d-d68a-5e9f-8b51-712bee68d0e7,,Morangos,Strawberries,,,"[""fruta"",""fruit"",""morangos"",""strawberry"",""strawberries"",""morango""]",strawberries strawberries strawberry,
food,5c88687d-95ee-5af1-8c52-1c7949c977a3,,Morcela crua,Morcela Raw,"Black Pudding, Raw",,"[""morcela"",""crua"",""raw""]",morcela raw morcela raw,
food,2a99a704-1ec4-506d-99fe-ccbde6d1c0f1,,Morcela grelhada sem adição de sal,Morcela Grilled without Added Salt,"Black Pudding, Grilled without Added Salt",,"[""morcela"",""grelhada"",""grilled"",""sal"",""salt"",""without"",""added""]",morcela grilled without added salt morcela grilled without added salt,
food,832f8efb-45fa-5fa2-90e9-3d377ca9eafb,,Mortadela,Mortadela,,,"[""mortadela""]",mortadela mortadela,
food,08fe4a08-dbc1-5c54-ab37-60da2ac4749d,,Mousse de chocolate,Mousse,,,"[""mousse"",""chocolate""]",mousse mousse,
food,031ca72c-7b6d-5662-b64a-72e82409c7d1,,"Múcua (fruto do embondeiro, baobab)",Mucua (fruto Embondeiro Baobab),,,"[""múcua"",""mucua"",""fruto"",""embondeiro"",""baobab""]",mucua fruto embondeiro baobab mucua fruto embondeiro baobab,
food,748a6ca4-0005-5e8e-8b3c-90ffbf79694a,,Nabiça crua,Nabica Raw,"Turnip Greens, Raw",,"[""nabiça"",""nabica"",""crua"",""raw""]",nabica raw nabica raw,
